,city,state,area,time,number,lat,lon,avg_time,score
260,Antioch,California,2782.0,8.187882752902725,3,38.0049214,-121.80578899999999,2.729294250967575,1019.31112741462
928,Norwich,Connecticut,2314.0,47.79212573362706,21,41.5242649,-72.07591049999998,2.275815511125098,1016.7783762296377
440,Upland,California,930.0,3.6824543482900727,4,34.09751,-117.64838759999999,0.9206135870725182,1010.1958227200729
607,Pontiac,Michigan,1073.0,6.453297696114345,6,42.6389216,-83.29104679999998,1.0755496160190574,997.6294761477445
470,Rapid City,South Dakota,1040.0,2.086679915642419,2,44.0805434,-103.2310149,1.0433399578212095,996.7987827973308
4,Philadelphia,Pennsylvania,2529.0,38.16433292313873,15,39.9525839,-75.1652215,2.544288861542582,993.9909096904537
662,Weymouth Town,Massachusetts,1850.0,26.16953631613549,14,42.2180724,-70.94103559999998,1.8692525940096778,989.7003786051303
763,Niagara Falls,New York,2160.0,19.66264659810333,9,43.0962143,-79.03773879999999,2.18473851090037,988.6766719326174
480,Pawtucket,Rhode Island,2262.0,48.13195822783797,21,41.878710999999996,-71.38255579999998,2.291998010849427,986.911851272371
398,Westland,Michigan,1073.0,6.55408642039544,6,42.32420399999999,-83.400211,1.0923477367325733,982.2879326042765
316,Livonia,Michigan,1073.0,6.576984792236582,6,42.36837,-83.35270969999998,1.0961641320394302,978.8680076620159
946,Bullhead City,Arizona,2535.0,5.182601560085509,2,35.1359386,-114.5285981,2.5913007800427543,978.2731589955275
133,Providence,Rhode Island,2262.0,48.866091675134726,21,41.8239891,-71.4128343,2.3269567464349867,972.0851079271225
433,Camden,New Jersey,2529.0,39.02713887897957,15,39.9259463,-75.1196199,2.601809258598638,972.0159122510565
302,Jurupa Valley,California,930.0,3.852884175877297,4,33.9971974,-117.48548020000001,0.9632210439693243,965.5104670134447
404,Cranston,Rhode Island,2262.0,49.51414578153617,21,41.7798226,-71.4372796,2.3578164657874368,959.3622034718309
145,Ontario,California,930.0,3.8827848126406,4,34.0633443,-117.65088759999999,0.97069620316015,958.0752422563708
842,Attleboro,Massachusetts,2105.0,41.779490307693344,19,41.94454409999999,-71.2856082,2.198920542510176,957.287887081649
796,East Providence,Rhode Island,2262.0,49.83430438362478,21,41.813711600000005,-71.37005450000001,2.373062113505942,953.1988173112503
968,Montclair,California,930.0,3.9526067420680295,4,34.0775104,-117.68977759999999,0.9881516855170074,941.1510536597607
109,Moreno Valley,California,930.0,3.994920827335603,4,33.9424658,-117.2296717,0.9987302068339008,931.1824090594155
58,Riverside,California,930.0,4.001337951149576,4,33.9533487,-117.3961564,1.000334487787394,929.6890303732658
467,Southfield,Michigan,1073.0,6.959741218248105,6,42.473368799999996,-83.2218731,1.1599568697080176,925.0343939685393
652,Dearborn Heights,Michigan,1073.0,7.020797049954044,6,42.3369816,-83.27326269999998,1.1701328416590073,916.9899021710279
318,Brockton,Massachusetts,1861.0,30.55879518057567,15,42.083433500000005,-71.0183787,2.037253012038378,913.4849667680561
612,Lancaster,Pennsylvania,2310.0,37.937767155891244,15,40.0378755,-76.3055144,2.5291844770594163,913.3378845839457
390,Troy,Michigan,1073.0,7.314550733567069,6,42.6064095,-83.1497751,1.2190917889278448,880.1634214464457
465,Rochester Hills,Michigan,1073.0,7.360448601454357,6,42.65836609999999,-83.14993220000001,1.2267414335757263,874.6749483078938
577,Taylor,Michigan,1073.0,7.3990878546163,6,42.240871999999996,-83.2696509,1.2331813091027166,870.107251934213
619,Royal Oak,Michigan,1073.0,7.406763570237856,6,42.4894801,-83.1446485,1.2344605950396426,869.2055496235118
379,Chino,California,930.0,4.3232426580821635,4,34.0122346,-117.68894399999999,1.0808106645205409,860.4652327450506
164,Pomona,California,930.0,4.345615560123927,4,34.055103,-117.7499909,1.0864038900309818,856.0352264326654
646,Eastvale,California,930.0,4.354288080384857,4,33.952463,-117.5848025,1.0885720200962143,854.3302444222305
872,Beaumont,California,930.0,4.388151247779009,4,33.929460600000006,-116.977248,1.0970378119447521,847.7374160434459
314,Dearborn,Michigan,1073.0,7.615666241306743,6,42.3222599,-83.17631449999998,1.2692777068844572,845.3626768831887
324,Rio Rancho,New Mexico,1340.0,6.361514614058674,4,35.2327544,-106.66304369999999,1.5903786535146684,842.5666409937392
998,Lincoln Park,Michigan,1073.0,7.895151740395002,6,42.250594299999996,-83.17853609999999,1.315858623399167,815.4371456928959
228,Ann Arbor,Michigan,1173.0,10.160669107974627,7,42.2808256,-83.7430378,1.4515241582820895,808.1160711705074
31,Albuquerque,New Mexico,1340.0,6.634025491155986,4,35.0853336,-106.6055534,1.6585063727889966,807.9558945237055
435,Chino Hills,California,930.0,4.635003400496088,4,33.989818799999995,-117.7325848,1.158750850124022,802.5884079398616
727,Glendora,California,930.0,4.636439972862883,4,34.136118700000004,-117.86533899999999,1.1591099932157207,802.3397308653164
195,Sterling Heights,Michigan,1073.0,8.14930158824515,6,42.5803122,-83.0302033,1.3582169313741916,790.0063496590194
399,Warwick,Rhode Island,1815.0,41.89149622764707,18,41.700100899999995,-71.4161671,2.3273053459803927,779.8718819319428
651,Taunton,Massachusetts,1750.0,35.93150169746941,16,41.900101,-71.08976740000001,2.245718856091838,779.2605005977803
190,Warren,Michigan,1073.0,8.285768788658824,6,42.5144566,-83.01465259999998,1.3809614647764707,776.9948889730106
648,Diamond Bar,California,930.0,4.788905545772617,4,34.028622600000006,-117.81033670000001,1.1972263864431543,776.7954419739625
152,Corona,California,930.0,4.822453638179692,4,33.8752935,-117.56643840000001,1.205613409544923,771.3915527457866
17,Detroit,Michigan,1073.0,8.458576921158226,6,42.331427000000005,-83.0457538,1.4097628201930377,761.120937955418
261,Billings,Montana,1784.0,4.691189935748684,2,45.783285600000006,-108.50069040000001,2.345594967874342,760.5746194180837
767,Harrisburg,Pennsylvania,1776.0,30.383433224916296,13,40.273191100000005,-76.88670079999999,2.3371871711474075,759.8877924390193
773,Azusa,California,930.0,4.919489591362035,4,34.1336186,-117.90756270000001,1.2298723978405088,756.1760078793177
768,Covina,California,930.0,4.9652782881264335,4,34.0900091,-117.89033970000001,1.2413195720316084,749.2027201971154
458,Perris,California,930.0,5.129148759806254,4,33.7825194,-117.22864779999999,1.2822871899515635,725.2665450359286
791,Roseville,Michigan,1073.0,8.889670442975467,6,42.4972583,-82.93714090000002,1.481611740495911,724.2113238390347
299,Flint,Michigan,1213.0,13.443177747974362,8,43.012527399999996,-83.6874562,1.6803972184967952,721.8531348707498
201,Visalia,California,2038.0,8.496672873594296,3,36.330228399999996,-119.2920585,2.8322242911980986,719.5757787734661
864,Fond du Lac,Wisconsin,1084.0,15.440623388983779,10,43.7730448,-88.44705079999999,1.5440623388983779,702.0441938719828
601,St. Clair Shores,Michigan,1073.0,9.209487538895946,6,42.4974085,-82.89636039999998,1.534914589815991,699.0616983637074
265,West Covina,California,930.0,5.35332450579775,4,34.0686208,-117.93895259999998,1.3383311264494375,694.89529281686
434,Baldwin Park,California,930.0,5.43127086816376,4,34.0852868,-117.96089779999998,1.35781771704094,684.9225697442857
809,San Jacinto,California,930.0,5.473126821110137,4,33.783908399999994,-116.95863500000002,1.3682817052775342,679.6845974136329
882,Midland,Michigan,1405.0,20.733102140166174,10,43.6155825,-84.24721159999999,2.0733102140166175,677.6602895705114
777,East Lansing,Michigan,1439.0,25.520088718754696,12,42.7369792,-84.48386540000001,2.126674059896225,676.6434157146858
237,Lansing,Michigan,1439.0,25.53704412363161,12,42.732535,-84.55553470000001,2.128087010302634,676.1941560816916
