,city,state,area,time,number,lat,lon,avg_time,score
746,Caldwell,Idaho,6242.0,9.741661593692891,4,43.66293839999999,-116.6873596,2.4354153984232227,2563.012455304873
353,Nampa,Idaho,6242.0,9.769511343062096,4,43.5407172,-116.5634624,2.442377835765524,2555.7061272804854
996,Keizer,Oregon,5886.0,11.749750484359158,5,44.9901194,-123.0262077,2.3499500968718317,2504.7340400271605
151,Salem,Oregon,5886.0,11.765784287514773,5,44.9428975,-123.03509629999999,2.3531568575029547,2501.3207178402513
315,Beaverton,Oregon,5080.0,8.559163095537652,4,45.48706199999999,-122.8037102,2.139790773884413,2374.0638860584277
489,Santa Fe,New Mexico,3491.0,10.46149771244174,7,35.686975200000006,-105.937799,1.494499673205963,2335.89880452178
217,Hartford,Connecticut,5138.0,73.53300164360482,33,41.76371109999999,-72.6850932,2.228272777078934,2305.8218243528772
388,Bellingham,Washington,4944.0,8.602251197688805,4,48.74908,-122.4781473,2.150562799422201,2298.9330985025504
948,Woburn,Massachusetts,4856.0,53.61117522813349,25,42.479261799999996,-71.1522765,2.1444470091253396,2264.453250341974
449,Scranton,Pennsylvania,4538.0,58.606977026235036,29,41.408969,-75.66241219999998,2.0209302422839666,2245.50056456741
590,Bristol,Connecticut,4885.0,71.8820281322407,33,41.67176480000001,-72.9492703,2.178243276734567,2242.6328831934547
298,Hillsboro,Oregon,4525.0,6.225678078475866,3,45.5228939,-122.989827,2.075226026158622,2180.485375068309
421,Medford,Oregon,4145.0,5.914953287722688,3,42.3265152,-122.8755949,1.9716510959075626,2102.2989354473148
468,New Britain,Connecticut,4550.0,68.06666377075595,31,41.6612104,-72.77954190000001,2.1956988313147083,2072.2331929628153
373,Tracy,California,5170.0,12.905130644360074,5,37.7396513,-121.42522269999999,2.581026128872015,2003.079295543375
561,Waltham,Massachusetts,4342.0,56.636308152052955,26,42.376485200000005,-71.2356113,2.178319544309729,1993.2796413374251
571,Council Bluffs,Iowa,730.0,0.7463203124003936,2,41.2619444,-95.8608333,0.3731601562001968,1956.2645900715136
370,Duluth,Minnesota,4764.0,24.953413950842986,10,46.78667189999999,-92.10048520000001,2.4953413950842984,1909.1576044002834
176,Paterson,New Jersey,3928.0,57.9065876362977,28,40.916765399999996,-74.17181099999998,2.068092415582061,1899.3348509981706
259,Waterbury,Connecticut,3964.0,60.561399129243505,29,41.558152500000006,-73.0514965,2.0883241079049486,1898.1727908015052
812,Binghamton,New York,4685.0,74.26698588051515,30,42.09868669999999,-75.91797380000001,2.4755661960171715,1892.4963539805512
352,Newton,Massachusetts,4062.0,51.541813943838214,24,42.337041299999996,-71.20922139999998,2.147575580993259,1891.4351773925996
387,Danbury,Connecticut,3863.0,60.10135833407003,29,41.394816999999996,-73.45401109999999,2.072460632209311,1863.967855390293
112,Yonkers,New York,4146.0,65.34406798121756,29,40.9312099,-73.89874689999998,2.253243723490261,1840.0140014937538
511,Eau Claire,Wisconsin,4097.0,26.799150309678332,12,44.811349,-91.4984941,2.2332625258065275,1834.5357756452731
372,Clifton,New Jersey,3818.0,56.575383841650144,27,40.858432799999996,-74.16375529999998,2.095384586727783,1822.0998780764662
450,Bethlehem,Pennsylvania,2947.0,32.435997468962896,20,40.6259316,-75.37045789999998,1.6217998734481447,1817.1169256132189
632,White Plains,New York,4006.0,61.84217326701018,28,41.03398620000001,-73.76290970000001,2.2086490452503638,1813.7784310344769
479,Passaic,New Jersey,3818.0,57.13325016869233,27,40.8567662,-74.12847640000001,2.1160463025441603,1804.3083440138103
833,Hackensack,New Jersey,3818.0,57.66169732168295,27,40.8859325,-74.0434736,2.135618419321591,1787.772555929182
503,Mount Vernon,New York,4036.0,63.81449098864343,28,40.9125992,-73.8370786,2.2790889638801226,1770.8830431650886
225,Allentown,Pennsylvania,2947.0,33.35746088756791,20,40.6084305,-75.4901833,1.6678730443783956,1766.921055492162
207,Stamford,Connecticut,3933.0,58.50033558135944,26,41.0534302,-73.53873409999999,2.250012906975363,1747.9899727717718
596,Meriden,Connecticut,3855.0,64.35123620673204,29,41.5381535,-72.80704349999998,2.2190081450597257,1737.2626633131358
690,Bellevue,Nebraska,730.0,0.8517518668196474,2,41.154362299999995,-95.9145568,0.4258759334098237,1714.11423546565
413,New Rochelle,New York,3896.0,61.59870744863447,27,40.9114882,-73.78235490000002,2.281433609208684,1707.698170253277
339,Redding,California,3925.0,4.625325544034824,2,40.5865396,-122.3916754,2.312662772017412,1697.1778365144403
799,Middletown,Connecticut,3647.0,59.43379083459731,27,41.562320899999996,-72.6506488,2.201251512392493,1656.7847787807555
543,East Orange,New Jersey,3533.0,55.54402325517218,26,40.767323,-74.20486770000001,2.1363085867373917,1653.787295493513
910,Wilkes-Barre,Pennsylvania,3025.0,42.32134886924318,23,41.245914899999995,-75.88130749999998,1.840058646488834,1643.9693407447905
883,Kearny,New Jersey,3533.0,56.27021493009954,26,40.7684342,-74.1454214,2.1642390357730594,1632.444448881324
705,West New York,New Jersey,3533.0,54.364186283143866,25,40.787878799999994,-74.0143064,2.1745674513257547,1624.6909231746563
500,Union City,New Jersey,3533.0,54.458205810509135,25,40.779545500000005,-74.02375119999998,2.178328232420365,1621.885970818293
947,Wausau,Wisconsin,4076.0,28.281325704914888,11,44.9591352,-89.6301221,2.571029609537717,1585.357082189685
897,Woonsocket,Rhode Island,3449.0,55.89688818904888,25,42.00287609999999,-71.51478390000003,2.235875527561955,1542.5724542729179
68,Newark,New Jersey,3293.0,53.69165227215301,25,40.735657,-74.1723667,2.1476660908861205,1533.292355815572
673,Corvallis,Oregon,3736.0,9.778069079302657,4,44.5645659,-123.2620435,2.4445172698256643,1528.3181044028543
354,Norwalk,Connecticut,3445.0,58.78084112236881,26,41.11774399999999,-73.4081575,2.2608015816295697,1523.7958200280755
696,Hoboken,New Jersey,3293.0,52.10213298519786,24,40.7439905,-74.0323626,2.1709222077165777,1516.8668818693636
40,Omaha,Nebraska,730.0,0.9678785590416306,2,41.25236339999999,-95.9979883,0.4839392795208153,1508.453706677474
737,Plainfield,New Jersey,2921.0,40.88008200527339,21,40.6337136,-74.40737359999999,1.946670571679685,1500.5106886059384
73,Jersey City,New Jersey,3293.0,55.192828595712086,25,40.72815749999999,-74.0776417,2.2077131438284834,1491.5887098853239
617,Great Falls,Montana,2570.0,5.276450057420671,3,47.4941836,-111.2833449,1.7588166858068905,1461.2096989635754
203,Elizabeth,New Jersey,3052.0,48.84147163634944,23,40.6639916,-74.2107006,2.123542245058671,1437.2212312242823
0,New York,New York,3122.0,50.085955188422226,23,40.7127837,-74.00594129999999,2.1776502255835752,1433.6553976033292
554,Madera,California,3140.0,11.010456178528841,5,36.961335600000005,-120.0607176,2.202091235705768,1425.9173049174926
102,Rochester,New York,2808.0,25.643417601512603,13,43.16103,-77.61092190000001,1.9725705847317387,1423.5232045609541
888,Linden,New Jersey,3052.0,49.72974324555658,23,40.6220478,-74.24459019999998,2.1621627498068077,1411.5496163610721
531,Bayonne,New Jersey,3052.0,49.9760931076088,23,40.6687141,-74.11430909999999,2.1728736133742954,1404.591588399149
896,Shelton,Connecticut,3016.0,53.89209274347906,25,41.3164856,-73.0931641,2.1556837097391623,1399.0920775501597
637,Medford,Massachusetts,2496.0,32.99754738482915,18,42.4184296,-71.10616390000001,1.8331970769349526,1361.5557385533436
197,New Haven,Connecticut,2990.0,52.80939965684414,24,41.308274,-72.9278835,2.200391652368506,1358.8490016227602
641,New Brunswick,New Jersey,2814.0,41.433632127973425,20,40.4862157,-74.4518188,2.071681606398671,1358.3168336816707
417,Somerville,Massachusetts,2411.0,30.36172704246534,17,42.3875968,-71.0994968,1.7859839436744318,1349.9561452045746
256,Cambridge,Massachusetts,2411.0,30.40494484190442,17,42.373615799999996,-71.10973349999998,1.7885261671708483,1348.0373081786117
290,Clovis,California,3140.0,11.672491874315975,5,36.8252277,-119.70291940000001,2.334498374863195,1345.042701168729
174,Bridgeport,Connecticut,2984.0,53.29698307570193,24,41.18654779999999,-73.19517669999998,2.2207076281542473,1343.7158328132402
586,Malden,Massachusetts,2496.0,33.61788317594487,18,42.4250964,-71.066163,1.8676601764413816,1336.4315583126315
676,West Haven,Connecticut,2990.0,53.738074803042146,24,41.2705484,-72.94697109999998,2.2390864501267562,1335.3660372652132
836,Everett,Massachusetts,2411.0,30.850246999101984,17,42.408429999999996,-71.0536625,1.8147204117118814,1328.5793141686381
718,Milford,Connecticut,2833.0,47.09722735603385,22,41.2306979,-73.064036,2.140783061637902,1323.347540797752
712,Perth Amboy,New Jersey,2814.0,43.19224959215196,20,40.5067723,-74.2654234,2.159612479607598,1303.0115479381302
957,Chelsea,Massachusetts,2411.0,31.459049685237442,17,42.3917638,-71.03282840000001,1.8505323344257318,1302.8683450420206
23,Boston,Massachusetts,2411.0,31.47103947089088,17,42.360082500000004,-71.0588801,1.8512376159347577,1302.3719803697904
824,Sayreville,New Jersey,2814.0,43.360494733724366,20,40.45940210000001,-74.360846,2.168024736686218,1297.9556701466156
686,Revere,Massachusetts,2411.0,31.604841577709227,17,42.408430200000005,-71.0119948,1.8591083281005427,1296.8582645548831
33,Fresno,California,3140.0,12.458176029754641,5,36.7468422,-119.7725868,2.4916352059509284,1260.2165808624559
678,Highland,California,930.0,3.005550787554607,4,34.1283442,-117.2086513,0.7513876968886517,1237.7099117418966
710,Peabody,Massachusetts,2386.0,34.70349572603341,18,42.5278731,-70.92866090000001,1.927971984779634,1237.5698499958849
334,Lynn,Massachusetts,2301.0,31.95272997756981,17,42.46676300000001,-70.9494938,1.8795723516217535,1224.2146454296508
333,Hesperia,California,930.0,3.0517785110630204,4,34.4263886,-117.3008784,0.7629446277657551,1218.9613323885092
865,Salem,Massachusetts,2386.0,35.466337544160226,18,42.51954,-70.8967155,1.9703520857866792,1210.9510869715298
983,Valley Stream,New York,2827.0,46.705116626021955,20,40.664269899999994,-73.70846449999998,2.335255831301098,1210.5740031167911
501,Pasco,Washington,2555.0,6.361553141931608,3,46.239579299999995,-119.10056570000002,2.1205177139772027,1204.8944383529297
356,Reading,Pennsylvania,2345.0,29.198675598883877,15,40.335648299999995,-75.9268747,1.9465783732589252,1204.677927287379
99,San Bernardino,California,930.0,3.0970273410081064,4,34.1083449,-117.2897652,0.7742568352520266,1201.151811203937
582,Utica,New York,2239.0,35.466749047739405,19,43.100903,-75.232664,1.8666710025126003,1199.461499635572
327,Quincy,Massachusetts,2411.0,34.250204686893845,17,42.25287720000001,-71.0022705,2.0147179227584613,1196.6935781754337
432,Kennewick,Washington,2555.0,6.448961175996548,3,46.2112458,-119.1372338,2.1496537253321826,1188.5635206689765
287,Rialto,California,930.0,3.1430679566611666,4,34.1064001,-117.37032350000001,0.7857669891652916,1183.5569740438254
905,Beverly,Massachusetts,2223.0,32.039267344771396,17,42.5584283,-70.880049,1.8846627849865527,1179.5213540102143
994,Braintree Town,Massachusetts,2491.0,38.27886038714542,18,42.20790170000001,-71.0040013,2.1266033548414125,1171.3514860817859
385,Trenton,New Jersey,2664.0,40.977249604541406,18,40.2170534,-74.74293840000001,2.276513866918967,1170.2103109108036
702,Richland,Washington,2555.0,6.677711474922295,3,46.2856907,-119.2844621,2.225903824974098,1147.8483352845362
664,Hempstead,New York,2577.0,40.45206421707898,18,40.706212799999996,-73.6187397,2.247336900948832,1146.6905557916052
688,Colton,California,930.0,3.2590118929417,4,34.0739016,-117.3136547,0.814752973235425,1141.4502684254387
107,Fontana,California,930.0,3.2615317648711155,4,34.0922335,-117.435048,0.8153829412177789,1140.5683795776251
75,Buffalo,New York,2200.0,19.537152338837547,10,42.88644679999999,-78.8783689,1.9537152338837547,1126.0597050403605
487,Redlands,California,930.0,3.3371343270095397,4,34.055569299999995,-117.1825381,0.8342835817523849,1114.7288767766063
856,Freeport,New York,2577.0,42.14848061431889,18,40.65760220000001,-73.58318349999998,2.3415822563510496,1100.5378918508754
645,Brentwood,California,2782.0,7.65537387194962,3,37.931868,-121.6957863,2.551791290649873,1090.2145524963755
627,Novi,Michigan,1073.0,5.918439837140936,6,42.48059,-83.47549129999999,0.9864066395234894,1087.7866764140415
950,Oakley,California,2782.0,7.731833745744799,3,37.9974219,-121.71245359999999,2.5772779152482665,1079.4334532339376
478,Apple Valley,California,930.0,3.4481375506755767,4,34.5008311,-117.18587590000001,0.8620343876688942,1078.843272731727
137,Rancho Cucamonga,California,930.0,3.4638508364652214,4,34.10639889999999,-117.5931084,0.8659627091163054,1073.949247709573
181,Syracuse,New York,2148.0,34.008225896150215,17,43.0481221,-76.14742439999998,2.00048387624413,1073.7402213072712
699,Yucaipa,California,930.0,3.5783039921936384,4,34.033625,-117.0430865,0.8945759980484096,1039.5986501190182
403,Farmington Hills,Michigan,1073.0,6.2084049056206725,6,42.4989936,-83.3677168,1.0347341509367787,1036.9813338320553
219,Victorville,California,930.0,3.5913181436319763,4,34.5362184,-117.29276409999999,0.8978295359079941,1035.8313719981056
